ts,device_id,device_name,device_type,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,conn_state,capture_scenario
1540512139.147043,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,Cs8BwU3qarzjrYQn2d,192.168.1.132,35268,192.168.1.1,53,udp,dns,0.048223,34,297,1,1,SF,CTU-Honeypot-Capture-4-1
1540512550.333642,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CQc2Z2DjpezYoolJl,192.168.1.132,41909,216.239.35.0,123,udp,-,0.109684,48,48,1,1,SF,CTU-Honeypot-Capture-4-1
1540512609.502185,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CFm1Y828IVEMgmy25c,192.168.1.132,58364,216.239.35.8,123,udp,-,0.016739,48,48,1,1,SF,CTU-Honeypot-Capture-4-1
1540512955.615507,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,C2uQMR1CUbAofPoYQ6,192.168.1.132,34286,216.239.35.4,123,udp,-,0.114436,48,48,1,1,SF,CTU-Honeypot-Capture-4-1
1540513039.256097,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CVULm537oXUvXxiq19,192.168.1.132,56663,2.16.60.139,443,tcp,-,0.011243,0,0,5,3,SF,CTU-Honeypot-Capture-4-1
1540513039.203388,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,Cgi7FZ2j8iEXSfyL8g,192.168.1.132,43517,192.168.1.1,53,udp,dns,0.052213,34,311,1,1,SF,CTU-Honeypot-Capture-4-1
1540513561.830757,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CqKACi1Jp3ZVSp8xr2,192.168.1.132,56890,216.239.35.12,123,udp,-,0.272081,48,48,1,1,SF,CTU-Honeypot-Capture-4-1
1540513939.308267,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CGkFIc4WyTKH5KyFs5,192.168.1.132,56664,2.16.60.139,443,tcp,-,0.011492,0,0,5,3,SF,CTU-Honeypot-Capture-4-1
1540513939.261554,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CHn6DM2wyXbIMlM4Ig,192.168.1.132,52749,192.168.1.1,53,udp,dns,0.046466,34,297,1,1,SF,CTU-Honeypot-Capture-4-1
1540514622.892352,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CsTyo528ZzJOdbD15k,192.168.1.132,60840,130.211.67.12,80,tcp,http,0.241862,9995,177,12,12,SF,CTU-Honeypot-Capture-4-1
1540514622.891375,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CI1qp71cDmd0ZuaD4j,192.168.1.132,47284,192.168.1.1,53,udp,dns,0.000479,41,57,1,1,SF,CTU-Honeypot-Capture-4-1
1540514839.363353,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,Cx3BL4tL9nrA4xZx,192.168.1.132,53659,2.16.60.82,443,tcp,-,0.011743,0,0,5,3,SF,CTU-Honeypot-Capture-4-1
1540514839.314640,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,Cp9RbK3stbvmMmcaN2,192.168.1.132,39877,192.168.1.1,53,udp,dns,0.048468,34,311,1,1,SF,CTU-Honeypot-Capture-4-1
1540515724.848363,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,C5n2tP3bULpFkNfEH3,192.168.1.132,57062,52.209.221.67,80,tcp,http,0.093695,1847,1539,7,7,SF,CTU-Honeypot-Capture-4-1
1540515724.945057,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CtAgbP8GhitppIqfd,192.168.1.132,60660,52.215.95.120,80,tcp,http,0.112435,1847,791,6,6,SF,CTU-Honeypot-Capture-4-1
1540515724.788672,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CqUDIf2b9QSOs3S36e,192.168.1.132,46467,192.168.1.1,53,udp,dns,0.054699,37,179,1,1,SF,CTU-Honeypot-Capture-4-1
1540515724.843866,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,Crz6nd30dvbokQi63f,192.168.1.132,49998,192.168.1.1,53,udp,dns,0.004000,37,442,1,1,SF,CTU-Honeypot-Capture-4-1
1540515724.943060,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CggUEofeedV8SxZ2j,192.168.1.132,41869,192.168.1.1,53,udp,dns,0.000499,37,100,1,1,SF,CTU-Honeypot-Capture-4-1
1540515724.944058,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CVJ4nY3Slo8XwgiPFa,192.168.1.132,38817,192.168.1.1,53,udp,dns,0.000502,37,132,1,1,SF,CTU-Honeypot-Capture-4-1
1540515739.484238,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CMA5m94kTyKtcRcEoj,192.168.1.132,53662,2.16.60.82,443,tcp,-,0.011492,0,0,4,2,SF,CTU-Honeypot-Capture-4-1
1540515739.368825,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CuEBlB2uLDkJ7FQ7Ic,192.168.1.132,35128,192.168.1.1,53,udp,dns,0.114935,34,311,1,1,SF,CTU-Honeypot-Capture-4-1
1540516639.636561,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CTjJCp1twF2tOigPNh,192.168.1.132,56670,2.16.60.139,443,tcp,-,0.011742,0,0,4,2,SF,CTU-Honeypot-Capture-4-1
1540516639.490416,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CWBH7o4CvGq5S9jm3f,192.168.1.132,32812,192.168.1.1,53,udp,dns,0.145668,34,297,1,1,SF,CTU-Honeypot-Capture-4-1
1540516854.198046,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CrgNab4jC6S7ygUmx1,192.168.1.132,51087,216.239.35.8,123,udp,-,0.017238,48,48,1,1,SF,CTU-Honeypot-Capture-4-1
1540516894.255680,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CTXyvI252h7Q990Azi,192.168.1.132,60296,216.239.35.0,123,udp,-,0.109682,48,48,1,1,SF,CTU-Honeypot-Capture-4-1
1540517160.465462,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CewQ6QyUOyaIlHvUg,192.168.1.132,35370,216.239.35.4,123,udp,-,0.113933,48,48,1,1,SF,CTU-Honeypot-Capture-4-1
1540517539.692153,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CpTCZf3Hwpwflj0Bo5,192.168.1.132,56671,2.16.60.139,443,tcp,-,0.011492,0,0,4,2,SF,CTU-Honeypot-Capture-4-1
1540517539.643701,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,Cv6egkNELJwFxPWCe,192.168.1.132,35145,192.168.1.1,53,udp,dns,0.047963,34,311,1,1,SF,CTU-Honeypot-Capture-4-1
1540517691.682822,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CYdrFo1z6ifUjrMadh,192.168.1.132,40144,216.239.35.12,123,udp,-,0.269841,48,48,1,1,SF,CTU-Honeypot-Capture-4-1
1540518439.810900,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CYHdME1HqX2lPDWb31,192.168.1.132,58542,2.21.172.138,443,tcp,-,0.012992,0,0,4,2,SF,CTU-Honeypot-Capture-4-1
1540518439.701726,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CUJ9T915hMDar3Iayh,192.168.1.132,60611,192.168.1.1,53,udp,dns,0.108678,34,297,1,1,SF,CTU-Honeypot-Capture-4-1
1540519324.912822,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,C8HO1Whj0ObSEwagl,192.168.1.132,60665,52.215.95.120,80,tcp,http,0.092946,1847,1539,7,7,SF,CTU-Honeypot-Capture-4-1
1540519325.009016,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,C8k0ZJ3nN2F72zMFkk,192.168.1.132,57069,52.209.221.67,80,tcp,http,0.117683,1847,791,6,6,SF,CTU-Honeypot-Capture-4-1
1540519324.791648,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CtY0ZJ21c49XqbYg36,192.168.1.132,38980,192.168.1.1,53,udp,dns,0.115680,37,179,1,1,SF,CTU-Honeypot-Capture-4-1
1540519324.908075,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,Co0xcV3SYfelefkUo2,192.168.1.132,33729,192.168.1.1,53,udp,dns,0.004249,37,442,1,1,SF,CTU-Honeypot-Capture-4-1
1540519325.007018,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,Cla0qN30VOOhuUZKcf,192.168.1.132,50609,192.168.1.1,53,udp,dns,0.000500,37,100,1,1,SF,CTU-Honeypot-Capture-4-1
1540519325.008017,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CJ8usB3rJe3RW61YH,192.168.1.132,34137,192.168.1.1,53,udp,dns,0.000502,37,132,1,1,SF,CTU-Honeypot-Capture-4-1
1540519339.878053,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CxOa6847RJlDHPEL21,192.168.1.132,53668,2.16.60.82,443,tcp,-,0.011744,0,0,4,2,SF,CTU-Honeypot-Capture-4-1
1540519339.819843,iot23-philips-hue-01,Philips Hue smart LED lamp,smart_light,CAsfrbcohbMpNNeNg,192.168.1.132,46841,192.168.1.1,53,udp,dns,0.057713,34,297,1,1,SF,CTU-Honeypot-Capture-4-1
1537522822.965530,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CJAF5z3MDFg4XVDXB,0.0.0.0,68,255.255.255.255,67,udp,dhcp,8.322388,600,0,2,0,S0,CTU-Honeypot-Capture-5-1
1537522897.732295,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CcYEFX3Qj9xdNX1ZCa,192.168.2.1,5353,224.0.0.251,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537522897.732374,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CF6fCK1nFqvI1XxGM1,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537522897.732507,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C2dlio3MkdwWJ80y04,169.254.15.115,5353,224.0.0.251,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537522899.498805,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,COrF0t2uLErai9nfH5,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.555587,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537523028.266738,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Chy9eO1eUnF3e4DRpi,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.101145,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537523212.430714,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CGfuuW3iRmQNGTxkEk,192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.005272,804,0,4,0,S0,CTU-Honeypot-Capture-5-1
1537523212.430804,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CTxFWS3JaR54AhWU0h,169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.005263,804,0,4,0,S0,CTU-Honeypot-Capture-5-1
1537523212.430823,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CAha9O35bVA8FACXxe,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,7.005255,804,0,4,0,S0,CTU-Honeypot-Capture-5-1
1537523154.948270,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CsBodU1e1VE3u0Vk98,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.007533,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537523282.482698,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CgCX302gGHXHLJEwb,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.591687,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537523411.814564,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CE0nOjUQdvAHiW6O2,0.0.0.0,68,255.255.255.255,67,udp,dhcp,61.018114,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537523549.357457,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CrZmX42rcVaIRmylO4,192.168.2.3,43216,176.32.98.203,80,tcp,http,0.356214,135,238,4,4,SF,CTU-Honeypot-Capture-5-1
1537523549.696574,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CT9yHm4yFFcGqsSV55,192.168.2.3,40621,93.184.216.34,80,tcp,-,0.332740,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537523549.939362,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CZIEEo18Q2lzPpCEHc,192.168.2.3,40623,93.184.216.34,80,tcp,-,0.300101,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537523550.139896,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CpTNNy36sGjGpbFVmb,192.168.2.3,40624,93.184.216.34,80,tcp,-,0.310657,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537523549.331991,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CCJan22xKwNonoPtH7,192.168.2.3,59744,192.168.2.1,53,udp,dns,0.011518,43,111,1,1,SF,CTU-Honeypot-Capture-5-1
1537523549.337398,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CJ8RGg3rePbJUyWHJa,192.168.2.3,55971,192.168.2.1,53,udp,dns,0.015621,40,56,1,1,SF,CTU-Honeypot-Capture-5-1
1537523549.337702,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CDHcFZ1ER7Kej3pvq2,192.168.2.3,41548,192.168.2.1,53,udp,dns,0.015581,40,104,1,1,SF,CTU-Honeypot-Capture-5-1
1537523554.108827,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CIKnJb4EmQL9QDiR8k,192.168.2.3,33413,13.32.118.129,443,tcp,ssl,0.273075,684,72877,54,56,RSTO,CTU-Honeypot-Capture-5-1
1537523551.589071,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cc5PQFR39JLU3bqaj,192.168.2.3,54908,52.46.157.6,443,tcp,ssl,2.843592,2651,3769,14,10,SF,CTU-Honeypot-Capture-5-1
1537523549.545469,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cf0pSM3aoWjqr6tkXa,192.168.2.3,1112,192.168.2.1,53,udp,dns,0.012246,33,49,1,1,SF,CTU-Honeypot-Capture-5-1
1537523549.696578,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CsOMII162VJ8sTMPB6,192.168.2.3,16356,192.168.2.1,53,udp,dns,0.189103,37,53,1,1,SF,CTU-Honeypot-Capture-5-1
1537523549.739415,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C1PUVU3AW9gZvmDTZ,192.168.2.3,1255,192.168.2.1,53,udp,dns,0.013419,36,68,1,1,SF,CTU-Honeypot-Capture-5-1
1537523549.906400,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CMB6jh2FP55bt3juYb,192.168.2.3,12231,192.168.2.1,53,udp,dns,0.016521,41,57,1,1,SF,CTU-Honeypot-Capture-5-1
1537523549.914329,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CDsU0j4smRMoUvsymi,192.168.2.3,39474,192.168.2.1,53,udp,dns,0.011252,33,49,1,1,SF,CTU-Honeypot-Capture-5-1
1537523550.122889,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cs24S01m8M6JQAoHmh,192.168.2.3,57819,192.168.2.1,53,udp,dns,0.013156,33,49,1,1,SF,CTU-Honeypot-Capture-5-1
1537523550.167997,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CCNTSU2MAjId0jFFae,192.168.2.3,60048,192.168.2.1,53,udp,dns,0.013290,40,56,1,1,SF,CTU-Honeypot-Capture-5-1
1537523551.167183,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C8iBd2454E9urYfcba,192.168.2.3,43654,192.168.2.1,53,udp,dns,0.118298,37,53,1,1,SF,CTU-Honeypot-Capture-5-1
1537523552.006119,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C8STjU35XgHkrzGDmk,192.168.2.3,10862,192.168.2.1,53,udp,dns,0.049276,40,56,1,1,SF,CTU-Honeypot-Capture-5-1
1537523552.429655,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CJSu5z4LEuXpqzCmcg,192.168.2.3,42964,192.168.2.1,53,udp,dns,0.010914,48,64,1,1,SF,CTU-Honeypot-Capture-5-1
1537523552.851677,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C2fr9QG4JiM5dhpU3,192.168.2.3,31664,192.168.2.1,53,udp,dns,0.012875,44,82,1,1,SF,CTU-Honeypot-Capture-5-1
1537523553.896372,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CdG4y83Y1CK1aOy1Yg,192.168.2.3,60994,192.168.2.1,53,udp,dns,0.010121,40,56,1,1,SF,CTU-Honeypot-Capture-5-1
1537523553.988502,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cc6wCQ3PNrDxRxpZPh,192.168.2.3,7587,192.168.2.1,53,udp,dns,0.024474,47,111,1,1,SF,CTU-Honeypot-Capture-5-1
1537523554.526469,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CGzQlOdKv3fB3Yx3,192.168.2.3,64769,192.168.2.1,53,udp,dns,0.011901,37,77,1,1,SF,CTU-Honeypot-Capture-5-1
1537523559.833908,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Ckig3H3sjisdcsAzkj,192.168.2.3,45033,176.32.98.203,80,tcp,http,0.365520,157,371,4,4,SF,CTU-Honeypot-Capture-5-1
1537523555.786898,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CLKvVF1Wiwz93Sqn8f,192.168.2.3,4362,192.168.2.1,53,udp,dns,0.011024,46,62,1,1,SF,CTU-Honeypot-Capture-5-1
1537523559.805035,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CpaqKs4GdgoI7bngIe,192.168.2.3,9161,192.168.2.1,53,udp,dns,0.000775,40,56,1,1,SF,CTU-Honeypot-Capture-5-1
1537523560.061327,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C4Hlnv4VK1j1OGpna,192.168.2.3,1330,192.168.2.1,53,udp,dns,0.011530,32,48,1,1,SF,CTU-Honeypot-Capture-5-1
1537523564.395944,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CrX4le4jRkIQYG8tbe,192.168.2.3,45407,52.119.196.25,443,tcp,ssl,2.056099,2241,5477,16,13,SF,CTU-Honeypot-Capture-5-1
1537523549.913557,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CCycDD3fIlTbovU6Mj,192.168.2.3,38715,54.239.27.11,443,tcp,ssl,19.529914,3536,5516,26,22,SF,CTU-Honeypot-Capture-5-1
1537523569.438981,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Chk7KCwfiWwLyRuvl,192.168.2.3,38719,54.239.27.11,443,tcp,ssl,2.583787,3624,5516,24,23,SF,CTU-Honeypot-Capture-5-1
1537523569.438974,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CFaohnkVC8o13k7Oj,192.168.2.3,26518,192.168.2.1,53,udp,dns,0.013578,38,54,1,1,SF,CTU-Honeypot-Capture-5-1
1537523549.066996,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CjKeZc5L7G2Gi3J7e,192.168.2.3,5353,224.0.0.251,5353,udp,dns,38.595360,3888,0,29,0,S0,CTU-Honeypot-Capture-5-1
1537523549.487078,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CrapdF3jsXByGllvU,fe80::4eef:c0ff:fe27:561e,5353,ff02::fb,5353,udp,dns,38.175279,1818,0,17,0,S0,CTU-Honeypot-Capture-5-1
1537523548.856511,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CaCceb4pNJvXW0Wpi5,::,135,ff02::1:ff27:561e,136,icmp,-,-,-,-,1,0,OTH,CTU-Honeypot-Capture-5-1
1537523548.856516,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CgQ9Qx3uxeeE5RHBt7,::,143,ff02::16,0,icmp,-,0.004340,40,0,2,0,OTH,CTU-Honeypot-Capture-5-1
1537523548.881175,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C5oyxh1Kt1zrnW4p65,192.168.2.3,68,192.168.2.1,67,udp,dhcp,0.004204,0,600,0,2,SHR,CTU-Honeypot-Capture-5-1
1537523549.364508,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C9fMT47Zju8ez4tPg,192.168.2.3,37852,78.108.145.1,123,udp,-,0.018262,48,48,1,1,SF,CTU-Honeypot-Capture-5-1
1537523549.364515,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CixnZF4hn3eTK6aQq7,192.168.2.3,55506,78.108.145.1,123,udp,-,0.023151,48,48,1,1,SF,CTU-Honeypot-Capture-5-1
1537523549.487076,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CsTv7EaW6dWj8Wblh,192.168.2.3,8,192.168.2.1,0,icmp,-,0.055415,560,560,10,10,OTH,CTU-Honeypot-Capture-5-1
1537523549.773559,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CU66t5UJdvM0rhAn7,192.168.2.3,53862,72.21.192.213,123,udp,-,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523549.776194,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CBK7m92Phb3O75iUg9,192.168.2.3,59979,72.21.192.213,123,udp,-,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523603.668966,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CSksLA2nDDu4uby0Fa,192.168.2.3,5353,224.0.0.251,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523603.668967,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cb9PSB5YpnoX9j6x5,fe80::4eef:c0ff:fe27:561e,5353,ff02::fb,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523548.865809,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CfbrbP3GfMZFafFU07,fe80::4eef:c0ff:fe27:561e,133,ff02::2,134,icmp,-,7.550691,24,0,3,0,OTH,CTU-Honeypot-Capture-5-1
1537523552.867811,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CGTkrg3QacXtWyvPgg,192.168.2.3,34333,176.32.101.122,443,tcp,ssl,72.484195,7385,5380,16,14,RSTR,CTU-Honeypot-Capture-5-1
1537523555.804430,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CM97uj3IwoFQWl2Bd4,192.168.2.3,60004,54.239.31.37,443,tcp,ssl,69.633449,6965,5131,24,21,RSTR,CTU-Honeypot-Capture-5-1
1537523548.861004,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cm7MOb4IDb3a4xpNV7,fe80::4eef:c0ff:fe27:561e,143,ff02::16,0,icmp,-,23.370275,100,0,5,0,OTH,CTU-Honeypot-Capture-5-1
1537523560.199015,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C8CTdr4x34KJ6WfAT,192.168.2.3,50862,52.119.196.25,443,tcp,ssl,72.433771,1418,5131,11,10,RSTR,CTU-Honeypot-Capture-5-1
1537523628.167727,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CCZhBu1k3Del4mxHJg,192.168.2.1,5353,224.0.0.251,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523628.167763,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C1UGR4PQx0zAPrMFc,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523628.167769,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CNkYIR2hlu4JFsyDI2,169.254.15.115,5353,224.0.0.251,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523566.496428,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CfLP7m17FFd0J8Fszd,192.168.2.3,39905,52.119.196.25,443,tcp,ssl,68.396072,4207,9458,16,18,RSTR,CTU-Honeypot-Capture-5-1
1537523635.665874,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C0IRqN13XS6QoEHW19,192.168.2.3,5353,224.0.0.251,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523635.665875,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CCk72F2wU0qm5pG4Zb,fe80::4eef:c0ff:fe27:561e,5353,ff02::fb,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523647.208848,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cn0rRz3TcuXOTUIpwh,192.168.2.3,32998,54.239.29.194,443,tcp,ssl,0.674159,1289,6224,13,13,SF,CTU-Honeypot-Capture-5-1
1537523551.378558,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CdGvHE4J4YIVtnu9hh,192.168.2.3,43982,52.46.157.6,443,tcp,ssl,97.036123,2603,3842,12,11,RSTR,CTU-Honeypot-Capture-5-1
1537523643.959187,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CF9S4T379Sm2y5rAv5,192.168.2.3,43870,192.168.2.1,53,udp,dns,0.013741,46,62,1,1,SF,CTU-Honeypot-Capture-5-1
1537523647.161066,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CgUKKB1RKsjVxEEAV2,192.168.2.3,40286,192.168.2.1,53,udp,dns,0.044944,37,53,1,1,SF,CTU-Honeypot-Capture-5-1
1537523541.023501,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CbMjdr2yPuZ0l6Rq9l,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.447015,3603,0,12,0,S0,CTU-Honeypot-Capture-5-1
1537523550.185739,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CJJOGq42QqBaaBpBR9,192.168.2.3,48275,176.32.98.106,443,tcp,ssl,123.033629,10345,17343,31,29,RSTR,CTU-Honeypot-Capture-5-1
1537523552.479475,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CoMcJ8KwCk90a1VJf,192.168.2.3,46363,176.32.98.108,443,tcp,ssl,144.999440,8176,5893,20,15,RSTR,CTU-Honeypot-Capture-5-1
1537523699.677555,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CRwgajnbXC865E2j7,192.168.2.3,5353,224.0.0.251,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523699.677884,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CJp0sebFro1oS48og,fe80::4eef:c0ff:fe27:561e,5353,ff02::fb,5353,udp,dns,-,-,-,1,0,S0,CTU-Honeypot-Capture-5-1
1537523553.909819,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CFbpRD18O5iE5gYFe2,192.168.2.3,43036,52.46.133.19,443,tcp,ssl,183.995564,19447,8767,41,30,RSTR,CTU-Honeypot-Capture-5-1
